Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,NCI42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.010363586,18.750,207.1954,3.3
Low Fat,FDD34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015873285,7.945,161.3210,3.3
Regular,FDL48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082250863,19.350,48.7034,3.3
Regular,FDR44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.102901425,6.110,128.4968,3.3
Low Fat,NCE06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.153127523,5.825,162.4894,3.3
Low Fat,FDD36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.035607579,13.300,119.9124,3.3
Low Fat,NCY18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.052141447,7.285,174.9054,3.3
Low Fat,FDG31,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.063430788,12.150,65.4826,3.3
Low Fat,FDT46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.051564827,11.350,49.0008,3.3
Low Fat,DRC25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.075943184,5.730,85.5882,3.3
Low Fat,DRI25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.056744064,19.600,55.6614,3.3
Low Fat,FDI44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.100149459,16.100,78.4328,3.3
Low Fat,FDA36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005661669,5.985,186.5924,3.3
Low Fat,FDS47,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.128778474,16.750,89.1856,3.3
Low Fat,FDJ41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.022864238,6.850,260.0594,3.3
Low Fat,FDN15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.016720182,17.500,139.9180,3.3
Low Fat,NCL31,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.120180894,7.390,141.4470,3.3
Low Fat,NCN07,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.03391645,18.500,130.9284,3.3
Low Fat,FDL22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.036359891,16.850,90.7488,3.3
Regular,FDX27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.114022125,20.700,92.9436,3.3
Regular,FDE28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,9.500,231.3668,3.3
Regular,FDB56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.074565098,8.750,186.8556,3.3
Regular,FDM27,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.158337479,12.350,157.9946,3.3
Low Fat,FDQ21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.019407069,21.250,119.3756,3.3
Regular,FDU21,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.07665661,11.800,32.3558,3.3
Low Fat,FDP23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035731825,6.710,218.3166,3.3
Low Fat,FDJ16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115353642,9.195,58.9246,3.3
Low Fat,NCF31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052058629,9.130,150.6024,3.3
Low Fat,NCB55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.161317495,15.700,57.5562,3.3
Low Fat,FDB10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0674819,10.000,234.8590,3.3
Low Fat,FDY10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049267759,17.600,113.0176,3.3
Regular,FDZ25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027729547,15.700,169.3790,3.3
Regular,FDH53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019277945,20.500,82.8592,3.3
Regular,FDO45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03810738,13.150,86.3856,3.3
Regular,FDC34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.173462841,16.000,157.6972,3.3
Regular,FDC59,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054851438,16.700,64.4168,3.3
Low Fat,DRI03,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,6.030,175.3028,3.3
Low Fat,FDZ40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039988162,8.935,55.7298,3.3
Low Fat,NCZ17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.079046992,12.150,39.8506,3.3
Low Fat,NCZ53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024358634,9.600,190.4214,3.3
Regular,FDI50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030693309,8.420,228.0352,3.3
Regular,FDZ26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.143319995,11.600,237.5222,3.3
Regular,FDT27,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.069250192,11.395,232.9616,3.3
Regular,FDW15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.054846706,15.350,147.3734,3.3
Low Fat,NCI17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.143303291,8.645,96.3410,3.2
Low Fat,FDA44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.053523765,19.700,55.3930,3.2
Low Fat,NCF42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.167351411,17.350,176.0712,3.2
Regular,FDX35,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.079844043,5.035,226.3036,3.2
Low Fat,NCC43,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.093307713,7.390,250.9066,3.2
Low Fat,FDU25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026722744,12.350,59.2246,3.2
Low Fat,NCR18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020519478,15.850,42.5112,3.2
Low Fat,NCF30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.126440335,17.000,125.2362,3.2
Low Fat,DRF60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052149675,10.800,239.9564,3.2
Regular,FDJ38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040268044,8.600,191.4530,3.2
Regular,FDB29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052493162,16.700,113.9176,3.2
Regular,FDN34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045835395,15.600,168.2132,3.2
Regular,FDR22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.018591464,19.350,112.9544,3.2
Low Fat,FDV32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.155316936,7.784999999999999,64.1510,3.2
Regular,FDA02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.052040539,14.000,143.1786,3.2
Regular,FDS33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.216107535,6.669999999999999,86.8514,3.2
Low Fat,FDN57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054234197,18.250,142.0154,3.2
Regular,FDU15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026602089,13.650,35.1532,3.2
Low Fat,FDQ13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.010663189,11.100,82.3908,3.2
Low Fat,NCQ05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021649904,11.395,150.8708,3.2
Low Fat,DRI49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.183879453,14.150,82.9276,3.2
Low Fat,FDF52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,9.300,182.9292,3.2
Low Fat,FDS43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.040744057,11.650,185.9240,3.2
Low Fat,NCP14,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.110913601,8.275,106.3306,3.2
Low Fat,FDG47,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.070012633,12.800,262.8252,3.2
Regular,FDC16,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.020611526,11.500,84.9540,3.2
Regular,FDM57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076002991,11.650,83.4908,3.2
Regular,FDA01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.054685839,15.000,60.2904,3.2
Regular,FDG22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041615224,17.600,37.2190,3.2
Low Fat,FDP60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055908268,17.350,99.8016,3.2
Low Fat,FDX26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087791917,17.700,180.6292,3.2
Low Fat,FDT28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06355415,13.300,149.4708,3.2
Low Fat,DRM23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.135707553,16.600,170.6422,3.2
Low Fat,FDK33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011233126,17.850,211.5560,3.2
Regular,FDP44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079698503,16.500,100.6332,3.2
Low Fat,FDU38,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.138171603,10.800,191.4504,3.2
Low Fat,FDU14,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.058168807,17.750,249.5750,3.2
Low Fat,NCB18,Household,2011,OUT010,Tier 3,High,Grocery Store,0.069112952,19.600,90.1514,3.2
Low Fat,FDL33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.167316771,7.235,197.5452,3.2
Regular,FDQ31,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0901292,5.785,89.8856,3.2
Low Fat,NCT17,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.041831008,10.800,186.6214,3.2
Low Fat,DRE27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.132560174,11.850,97.2726,3.2
Low Fat,NCZ29,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.071312064,15.000,125.7362,3.2
Regular,FDB36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.048486801,5.465,131.2626,3.2
Low Fat,FDU02,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.102426197,13.350,230.6352,3.2
Low Fat,NCW17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019465205,18.000,128.6994,3.2
Low Fat,NCQ54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012593467,17.700,167.6474,3.2
Regular,FDX32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100265027,15.100,142.5786,3.2
Low Fat,FDW48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008499464,18.000,81.3618,3.2
Low Fat,FDO23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.14571827,17.850,94.3436,3.2
Low Fat,FDY55,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,16.750,255.7988,3.2
Regular,FDZ23,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067175915,17.750,187.1240,3.2
Regular,FDB04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.06292018,11.350,88.9856,3.2
Regular,FDJ55,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.023417004,12.800,223.8404,3.2
Regular,FDI10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.07802465,8.510,171.4422,3.2
Regular,FDQ28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.060376776,14.000,154.5656,3.1
Low Fat,DRH03,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.061393095,17.250,91.8120,3.1
Low Fat,DRK37,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044004675,5.000,188.8530,3.1
Regular,FDS58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.020989132,9.285,158.6578,3.1
Regular,FDS28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082529704,8.180,56.9588,3.1
Low Fat,FDD50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.141862435,18.850,171.0132,3.1
Low Fat,FDT31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012467648,19.750,188.1872,3.1
Low Fat,NCK29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125964559,5.615,124.7730,3.1
Low Fat,NCA41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032637373,16.750,191.6162,3.1
Low Fat,NCQ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029117482,7.725,123.0414,3.1
Low Fat,NCU42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019536981,9.000,170.0474,3.1
Low Fat,NCN43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.006770252,12.150,124.4730,3.1
Regular,FDY49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012030747,17.200,166.6184,3.1
Regular,FDJ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106492562,12.300,176.3396,3.1
Regular,FDZ21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03928284,17.600,94.6410,3.1
Low Fat,NCV54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.057969482,11.100,119.3124,3.1
Low Fat,FDZ33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.188038372,10.195,146.4076,3.1
Low Fat,FDY59,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.031403441,8.195,93.8462,3.1
Regular,FDM24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.079327367,6.135,152.8366,3.1
Regular,FDH44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025872153,19.100,145.7418,3.1
Low Fat,FDX50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.074778547,20.100,110.7228,3.1
Low Fat,FDW47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.046469277,15.000,123.8414,3.1
Low Fat,NCA29,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027430696,10.500,171.1106,3.1
Low Fat,FDL43,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.027217468,10.100,76.0670,3.1
Regular,FDE17,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.054763518,20.100,150.9366,3.1
Regular,FDF45,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.012273747,18.200,60.0904,3.1
Regular,FDG14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05060313,9.000,150.9024,3.1
Low Fat,FDT40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,5.985,125.2678,3.1
Low Fat,DRM47,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043777415,9.300,192.9846,3.1
Low Fat,NCH29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034467286,5.510,96.7726,3.1
Low Fat,NCZ42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011285795,10.500,235.8248,3.1
Regular,FDC59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054618573,16.700,65.5168,3.1
Low Fat,FDC26,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.211539389,10.195,110.9886,3.1
Regular,FDD38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.013711274,16.750,100.2674,3.1
Low Fat,NCI43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.025947095,19.850,46.9376,3.1
Low Fat,NCP53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033024328,14.750,236.6906,3.1
Low Fat,NCQ41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019559746,14.800,193.7794,3.1
Low Fat,NCO54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014332439,19.500,57.1614,3.1
Low Fat,FDQ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10423592,7.510,111.7544,3.1
Low Fat,FDK46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051677051,9.600,258.0620,3.1
Low Fat,DRL60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027169589,8.520,151.0682,3.1
Regular,FDL25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131458247,6.920,90.5804,3.1
Regular,FDC29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024304264,8.390,114.0176,3.1
Low Fat,FDA50,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.086752988,16.250,98.1410,3.1
Low Fat,FDL10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039300964,8.395,99.5042,3.1
Regular,FDZ25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02748331,15.700,169.3790,3.1
Regular,FDS32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.029510313,17.750,141.9838,3.1
Regular,FDR15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033276066,9.300,153.8314,3.1
Regular,FDW22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030143704,9.695,222.0114,3.1
Regular,FDS02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.255394896,10.195,196.8794,3.0
Regular,FDC29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.024205661,8.390,114.0176,3.0
Regular,FDJ38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.040197932,8.600,190.1530,3.0
Low Fat,FDK44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.122918852,16.600,173.0738,3.0
Low Fat,DRF27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.049754975,8.930,152.1340,3.0
Regular,FDZ32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038288087,7.785,103.1964,3.0
Low Fat,DRE60,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.159657596,9.395,224.9720,3.0
Low Fat,FDB17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036746479,13.150,181.2976,3.0
Low Fat,FDX14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.13121032,13.100,74.0354,3.0
Low Fat,FDU52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06390019,7.560,157.2630,3.0
Low Fat,FDZ22,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045050674,9.395,84.9250,3.0
Low Fat,NCQ50,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034501405,18.750,211.7218,3.0
Regular,FDG38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.05268526,8.975,83.3224,3.0
Low Fat,FDK15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.098566832,10.800,98.3042,3.0
Low Fat,NCL19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.015663185,15.350,143.9470,3.0
Regular,FDO10,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,13.650,55.8588,3.0
Low Fat,DRK35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071832909,8.365,36.1506,3.0
Low Fat,FDN21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076483451,18.600,163.1236,3.0
Low Fat,FDB34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02671821,15.250,85.2198,3.0
Low Fat,FDA45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.154627247,21.250,177.6370,3.0
Low Fat,FDT49,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152261999,7.000,105.7280,3.0
Low Fat,FDC26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126897925,10.195,110.6886,3.0
Low Fat,FDI26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034940979,5.940,177.3344,3.0
Low Fat,FDI15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.800,263.7884,3.0
Low Fat,FDA14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06528457,16.100,145.0760,3.0
Low Fat,FDG53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045928229,10.000,138.1180,3.0
Low Fat,FDS40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01404119,15.350,38.4190,3.0
Low Fat,FDP32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087805788,6.650,126.7678,3.0
Low Fat,FDS55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081290366,7.020,147.3734,3.0
Low Fat,NCC42,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044978225,15.000,140.8838,3.0
Low Fat,NCX41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017746826,19.000,210.8244,3.0
Low Fat,FDP39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069532901,12.650,51.8324,3.0
Low Fat,FDR33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026830586,7.310,108.0570,3.0
Regular,FDI60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0383808,7.220,62.3510,3.0
Regular,FDH60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.700,194.4110,3.0
Regular,FDY01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.170548238,11.800,113.8834,3.0
Regular,FDS02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146094132,10.195,196.1794,3.0
Regular,FDS15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078181964,9.195,106.7596,3.0
Regular,FDT15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04274788,12.150,183.6950,3.0
Regular,FDY34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010998932,10.500,164.3842,3.0
Regular,FDU45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035561344,15.600,112.1518,3.0
Regular,FDS34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076878416,19.350,113.9518,3.0
Low Fat,FDS12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.304859104,9.100,125.4362,3.0
Low Fat,FDN13,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.266234421,18.600,98.5358,3.0
Low Fat,FDQ13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.018632082,11.100,82.9908,3.0
Low Fat,FDW13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.171383506,8.500,50.5324,3.0
Low Fat,FDC04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.078764059,15.600,241.3854,3.0
Low Fat,FDE45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.070660449,12.100,180.4002,3.0
Regular,FDB41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.170382726,19.000,45.2718,3.0
Regular,FDZ16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.279886948,16.850,193.1478,3.0
Low Fat,DRH39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0,20.700,75.9670,3.0
Low Fat,DRG15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.076735903,6.130,62.4536,3.0
Low Fat,DRK39,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049865399,7.020,82.9250,3.0
Low Fat,DRH15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.109911272,8.775,41.9428,3.0
Low Fat,FDC56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.12152072,7.720,118.2440,3.0
Low Fat,FDD09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.021496403,13.500,180.5976,3.0
Low Fat,DRF23,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0,4.610,173.8396,3.0
Low Fat,DRJ59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.019372253,11.650,40.6164,3.0
Low Fat,NCY06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.061184804,15.250,132.0968,3.0
Regular,FDY11,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029560451,6.710,65.8142,3.0
Regular,FDZ49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.133145617,11.000,218.4798,3.0
Regular,FDA51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.164679597,8.050,112.1518,3.0
Regular,FDT14,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.127727102,10.695,121.1440,3.0
Regular,FDV16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082930699,7.750,35.2558,3.0
Regular,FDR19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.159720671,13.500,147.6102,3.0
Regular,FDQ27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044252621,5.190,102.5990,3.0
Regular,FDK58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,11.350,101.5016,3.0
Regular,FDG22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041381156,17.600,35.0190,3.0
Low Fat,NCU54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.098822387,8.880,209.6270,3.0
Low Fat,NCQ17,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.117593973,10.300,154.4630,3.0
Low Fat,FDF17,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042707323,5.190,197.8110,3.0
Low Fat,FDT43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.020589623,16.350,53.2324,3.0
Low Fat,NCN05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014488997,8.235,183.7950,3.0
Low Fat,NCS30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.093214866,5.945,129.1652,3.0
Low Fat,NCH30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067290244,17.100,114.5860,3.0
Low Fat,FDF33,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021579162,7.970,105.9596,3.0
